latitude,longitude,place,cluster
-2.268,100.833,"66 km WSW of Sungai Penuh, Indonesia",1
-3.396,100.738,"165 km SSW of Sungai Penuh, Indonesia",1
-3.102,101.486,"116 km NW of Bengkulu, Indonesia",0
4.174,95.76,"northern Sumatra, Indonesia",1
4.237,95.774,"40 km WNW of Meulaboh, Indonesia",1
0.665,98.676,"103 km SW of Padangsidempuan, Indonesia",0
-4.444,101.975,"78 km SSW of Bengkulu, Indonesia",0
-5.211,102.927,"135 km SSW of Pagar Alam, Indonesia",0
-4.667,103.123,"72 km S of Pagar Alam, Indonesia",0
0.451,100.021,"92 km NNW of Bukittinggi, Indonesia",0
4.268,95.422,"79 km W of Meulaboh, Indonesia",0
-1.357,100.041,"56 km SW of Padang, Indonesia",0
-1.758,99.452,"134 km SW of Padang, Indonesia",0
4.125,95.139,"109 km W of Meulaboh, Indonesia",0
4.141,95.14,"109 km W of Meulaboh, Indonesia",0
4.03,95.144,"109 km W of Meulaboh, Indonesia",1
3.541,96.278,"68 km SSE of Meulaboh, Indonesia",0
3.37,96.313,"88 km SSE of Meulaboh, Indonesia",1
-5.273,102.648,"153 km SSW of Pagar Alam, Indonesia",0
4.836,96.967,"43 km SSW of Lhokseumawe, Indonesia",0
3.404,96.276,"83 km SSE of Meulaboh, Indonesia",1
3.444,96.182,"77 km S of Meulaboh, Indonesia",1
3.391,96.302,"northern Sumatra, Indonesia",0
-4.73,101.822,"113 km SSW of Bengkulu, Indonesia",0
3.445,96.497,"87 km SSE of Meulaboh, Indonesia",0
3.37,96.41,"91 km SSE of Meulaboh, Indonesia",1
3.353,96.205,"87 km S of Meulaboh, Indonesia",0
3.4,96.387,"87 km SSE of Meulaboh, Indonesia",0
3.369,96.234,"86 km S of Meulaboh, Indonesia",0
3.436,96.363,"82 km SSE of Meulaboh, Indonesia",1
3.184,96.439,"78 km N of Sinabang, Indonesia",0
3.396,96.404,"88 km SSE of Meulaboh, Indonesia",0
3.27,96.38,"87 km N of Sinabang, Indonesia",1
3.415,96.33,"83 km SSE of Meulaboh, Indonesia",0
3.67,96.839,"94 km ESE of Meulaboh, Indonesia",0
3.752,96.685,"75 km SE of Meulaboh, Indonesia",0
3.224,96.383,"82 km N of Sinabang, Indonesia",0
3.397,96.318,"85 km SSE of Meulaboh, Indonesia",0
1.678,97.276,"88 km SW of Singkil, Indonesia",1
-4.361,102.788,"63 km SW of Pagar Alam, Indonesia",1
-5.66,105.544,"40 km SE of Bandar Lampung, Indonesia",1
-4.484,103.126,"52 km SSW of Pagar Alam, Indonesia",0
4.199,96.461,"37 km E of Meulaboh, Indonesia",1
5.283,95.906,"12 km SSW of Sigli, Indonesia",0
-4.405,102.406,"68 km SSE of Bengkulu, Indonesia",1
-3.318,100.753,"156 km SSW of Sungai Penuh, Indonesia",0
-4.765,102.106,"108 km S of Bengkulu, Indonesia",0
-4.683,102.423,"99 km S of Bengkulu, Indonesia",0
-4.836,101.934,"120 km SSW of Bengkulu, Indonesia",0
-5.041,102.373,"137 km S of Bengkulu, Indonesia",0
-4.62,103.25,"65 km S of Pagar Alam, Indonesia",0
-4.826,102.07,"115 km S of Bengkulu, Indonesia",0
-4.83,102.095,"115 km S of Bengkulu, Indonesia",0
-4.882,102.198,"119 km S of Bengkulu, Indonesia",0
-4.931,102.197,"125 km S of Bengkulu, Indonesia",0
-2.222,101.903,"59 km ESE of Sungai Penuh, Indonesia",0
-4.806,102.139,"112 km S of Bengkulu, Indonesia",1
-0.978,98.012,"237 km W of Pariaman, Indonesia",0
-1.47,99.735,"89 km SW of Padang, Indonesia",0
-4.642,102.078,"95 km SSW of Bengkulu, Indonesia",0
-2.392,100.144,"143 km WSW of Sungai Penuh, Indonesia",0
-1.649,99.718,"104 km SW of Padang, Indonesia",0
-3.998,102.616,"44 km ESE of Bengkulu, Indonesia",0
-5.958,105.739,"47 km NNW of Labuan, Indonesia",1
-2.308,99.043,"209 km SW of Padang, Indonesia",0
1.92,98.021,"48 km SSE of Singkil, Indonesia",1
0.393,97.843,"181 km SW of Sibolga, Indonesia",0
-0.776,98.086,"227 km W of Pariaman, Indonesia",0
-4.139,102.827,"48 km WSW of Pagar Alam, Indonesia",0
-2.773,101.242,"80 km SSW of Sungai Penuh, Indonesia",1
-2.769,101.214,"81 km SSW of Sungai Penuh, Indonesia",1
2.829,98.975,"17 km SW of Pematangsiantar, Indonesia",0
3.094,95.815,"92 km NW of Sinabang, Indonesia",0
0.415,98.66,"126 km SSW of Padangsidempuan, Indonesia",0
-4.899,103.142,"97 km S of Pagar Alam, Indonesia",1
3.156,96.269,"75 km N of Sinabang, Indonesia",0
-4.471,101.928,"83 km SSW of Bengkulu, Indonesia",0
-2.264,99.686,"163 km SSW of Padang, Indonesia",0
-2.931,101.114,"101 km SSW of Sungai Penuh, Indonesia",0
-2.977,101.666,"106 km SSE of Sungai Penuh, Indonesia",1
1.294,98.555,"55 km SSW of Sibolga, Indonesia",1
1.271,97.669,"113 km S of Singkil, Indonesia",0
2.545,98.97,"13 km SSE of Parapat, Indonesia",0
0.551,96.594,"214 km S of Sinabang, Indonesia",0
4.774,95.726,"72 km SSW of Sigli, Indonesia",0
4.63,95.896,"northern Sumatra, Indonesia",1
-0.245,98.399,"195 km WNW of Pariaman, Indonesia",0
2.87,96.355,"43 km N of Sinabang, Indonesia",0
-1.347,100.629,"53 km SE of Padang, Indonesia",0
-5.2,102.64,"146 km SSW of Pagar Alam, Indonesia",0
-3.243,101.24,"129 km WNW of Bengkulu, Indonesia",1
-1.468,99.851,"80 km SW of Padang, Indonesia",1
-2.153,99.715,"150 km SSW of Padang, Indonesia",1
-5.193,103.235,"129 km S of Pagar Alam, Indonesia",1
-1.748,99.664,"117 km SW of Padang, Indonesia",0
-1.762,99.658,"118 km SW of Padang, Indonesia",0
-1.696,99.68,"111 km SW of Padang, Indonesia",0
